Datetime,Temperature (°C),Atmospheric Pressure (kPa),Precipitation mm/h,Solar Radiation (W/m2),Vapor Pressure (kPa),Humidity (%),Wind Direction (°),Wind Speed (m/s),Hour,Day,Month
2020-07-31 14:00:00+00:00,10.35,101.49166666666667,0.0,0.0,1.0566666666666666,84.18333333333334,212.20000000000002,0.33166666666666667,14,31,7
2020-07-31 15:00:00+00:00,10.783333333333333,101.48166666666667,0.0,0.0,1.095,84.88333333333334,257.43333333333334,1.0916666666666666,15,31,7
2020-07-31 16:00:00+00:00,10.933333333333332,101.46333333333332,0.0,0.0,1.0983333333333334,83.96666666666667,302.31666666666666,1.0233333333333334,16,31,7
2020-07-31 17:00:00+00:00,10.033333333333333,101.40500000000002,0.0,0.0,1.0766666666666669,87.3,269.5,0.37999999999999995,17,31,7
2020-07-31 18:00:00+00:00,10.166666666666666,101.37833333333333,0.0,0.0,1.0833333333333333,87.13333333333333,240.9,0.515,18,31,7
2020-07-31 19:00:00+00:00,10.716666666666667,101.39333333333333,0.0,0.0,1.1316666666666666,87.86666666666667,342.1666666666667,0.6833333333333332,19,31,7
2020-07-31 20:00:00+00:00,10.700000000000001,101.41833333333334,0.0,1.5,1.1066666666666667,86.26666666666667,64.1,1.1666666666666667,20,31,7
2020-07-31 21:00:00+00:00,10.466666666666667,101.45166666666667,0.0,32.666666666666664,1.0966666666666667,86.81666666666666,173.76666666666665,1.22,21,31,7
2020-07-31 22:00:00+00:00,10.416666666666666,101.46333333333332,0.0,243.66666666666666,1.13,89.48333333333333,282.0833333333333,1.51,22,31,7
2020-07-31 23:00:00+00:00,12.200000000000001,101.45,0.0,418.8333333333333,1.17,82.45,335.4166666666667,1.5866666666666667,23,31,7
2020-08-01 00:00:00+00:00,14.333333333333334,101.43833333333333,0.0,552.8333333333334,1.17,71.9,226.5666666666667,1.4416666666666667,0,1,8
2020-08-01 01:00:00+00:00,15.85,101.375,0.0,628.1666666666666,1.0933333333333335,60.949999999999996,65.36666666666666,1.5999999999999999,1,1,8
2020-08-01 02:00:00+00:00,16.283333333333335,101.28166666666668,0.0,639.5,1.0266666666666666,55.75,183.48333333333335,2.2516666666666665,2,1,8
2020-08-01 03:00:00+00:00,16.516666666666666,101.19,0.0,582.3333333333334,1.0450000000000002,55.699999999999996,124.39999999999999,2.2333333333333334,3,1,8
2020-08-01 04:00:00+00:00,16.883333333333333,101.11166666666666,0.0,467.8333333333333,1.0683333333333334,55.53333333333333,175.04999999999998,1.88,4,1,8
2020-08-01 05:00:00+00:00,17.083333333333332,101.085,0.0,313.5,1.0566666666666666,54.28333333333333,129.0,1.9883333333333333,5,1,8
2020-08-01 06:00:00+00:00,16.683333333333334,101.12333333333333,0.0,109.16666666666667,1.0083333333333333,53.15,68.23333333333333,1.5633333333333332,6,1,8
2020-08-01 07:00:00+00:00,15.616666666666667,101.13333333333333,0.0,5.666666666666667,0.965,54.416666666666664,20.833333333333332,0.9633333333333334,7,1,8
2020-08-01 08:00:00+00:00,14.066666666666668,101.16000000000001,0.0,0.0,1.0633333333333332,66.61666666666666,64.81666666666666,0.8833333333333333,8,1,8
2020-08-01 09:00:00+00:00,13.266666666666666,101.20666666666666,0.0,0.0,1.2049999999999998,78.98333333333333,86.16666666666667,0.7983333333333333,9,1,8
2020-08-01 10:00:00+00:00,12.866666666666667,101.24333333333334,0.0,0.0,1.1816666666666666,79.88333333333334,72.45,0.6133333333333334,10,1,8
2020-08-01 11:00:00+00:00,12.883333333333333,101.23833333333333,0.0,0.0,1.2016666666666667,80.81666666666666,37.766666666666666,1.4033333333333333,11,1,8
2020-08-01 12:00:00+00:00,13.085714285714285,101.22857142857143,0.0,0.0,1.1914285714285715,79.24285714285715,21.185714285714287,1.8442857142857143,12,1,8
2020-08-01 13:00:00+00:00,12.700000000000001,101.22166666666668,0.0,0.0,1.1266666666666667,76.71666666666667,30.516666666666666,1.8383333333333332,13,1,8
2020-08-01 14:00:00+00:00,12.783333333333333,101.19833333333334,0.0,0.0,1.0983333333333334,74.31666666666668,9.833333333333334,1.42,14,1,8
2020-08-01 15:00:00+00:00,12.316666666666668,101.185,0.0,0.0,1.0650000000000002,74.48333333333333,7.816666666666666,1.2033333333333334,15,1,8
2020-08-01 16:00:00+00:00,11.6,101.13499999999999,0.0,0.0,1.0483333333333333,76.81666666666666,12.35,1.3733333333333333,16,1,8
2020-08-01 17:00:00+00:00,11.4,101.09999999999998,0.0,0.0,1.03,76.39999999999999,68.33333333333333,1.3416666666666668,17,1,8
2020-08-01 18:00:00+00:00,11.0,101.08833333333332,0.0,0.0,0.9966666666666667,76.18333333333334,279.3833333333333,1.5616666666666665,18,1,8
2020-08-01 19:00:00+00:00,10.366666666666667,101.13166666666666,0.0,0.0,0.9716666666666667,77.3,224.28333333333333,1.5983333333333334,19,1,8
2020-08-01 20:00:00+00:00,9.950000000000001,101.19833333333334,0.0,1.6666666666666667,0.9483333333333333,77.58333333333333,313.71666666666664,0.7866666666666666,20,1,8
2020-08-01 21:00:00+00:00,10.15,101.28000000000002,0.0,28.833333333333332,0.9583333333333334,77.31666666666666,315.0,1.15,21,1,8
2020-08-01 22:00:00+00:00,11.533333333333333,101.3,0.0,239.33333333333334,1.035,76.2,314.8333333333333,1.795,22,1,8
